synth__sched__date__begin,synth__sched__date__end,init_design__sched__date__begin,init_design__sched__date__end,place_opt__sched__date__begin,place_opt__sched__date__end,clock_opt_cts__sched__date__begin,clock_opt_cts__sched__date__end,clock_opt_opto__sched__date__begin,clock_opt_opto__sched__date__end,route_auto__sched__date__begin,route_auto__sched__date__end,route_opt__sched__date__begin,route_opt__sched__date__end,route_opt__sched__host__id,route_opt__sched__loadavg__end,synth__timing__clk_per__set,init_design__area__util__set,init_design__area__max_layer__set,place_opt__timing__clk_trans__set,clk_opt_cts__timing__hold_uncert__set,route_opt__timing__whs__worst,route_opt__timing__tnhs__tot,route_opt__timing__nhve__tot,route_opt__timing__ntv__tot,route_opt__timing__critpath__max,route_opt__timing__clk_trans__max,route_opt__area__cell__tot,route_opt__area__util__avg,route_opt__drc__viol__tot,route_opt__area__wirelength__tot,route_opt__area__li1_wirelength__tot,route_opt__area__met1_wirelength__tot,route_opt__area__met2_wirelength__tot,route_opt__area__met3_wirelength__tot,route_opt__area__met4_wirelength__tot,route_opt__area__met5_wirelength__tot,route_opt__power__int__tot,route_opt__power__sw__tot,route_opt__power__leak__tot
1728206010,1728206225,1728206226,1728206275,1728206276,1728206633,1728206634,1728206743,1728206745,1728207018,1728207019,1728207083,1728207083,1728207360,grendel42.ece.ncsu.edu,3.64,1.0,0.5,met5,0.47,0.25,-0.13,-45.16,1385,0,1.83,0.19,120068.6112,0.5658,0,380596,4253,100472,151971,80448,43689,1702,8.74e+07,3.49e+07,9.25e+06
1728207364,1728207580,1728207581,1728207620,1728207621,1728207980,1728207981,1728208093,1728208094,1728208350,1728208351,1728208416,1728208418,1728208674,grendel42.ece.ncsu.edu,3.45,1.0,0.5,met5,0.47,0.27,-0.11,-71.76,1735,0,2.01,0.19,119645.0352,0.5638,0,378864,4463,100400,149644,79747,44927,1573,8.85e+07,3.47e+07,9.20e+06
1728208679,1728208903,1728208904,1728208941,1728208941,1728209302,1728209303,1728209415,1728209416,1728209663,1728209663,1728209729,1728209730,1728209983,grendel42.ece.ncsu.edu,3.62,1.0,0.5,met5,0.47,0.3,-0.16,-132.95,2231,0,1.92,0.19,119844.8352,0.5648,0,379519,4494,100235,149123,79877,45903,1838,8.96e+07,3.47e+07,9.24e+06
1728209988,1728210204,1728210205,1728210244,1728210245,1728210612,1728210613,1728210722,1728210724,1728210996,1728210997,1728211059,1728211060,1728211322,grendel42.ece.ncsu.edu,3.44,1.0,0.5,met5,0.5,0.1,-0.01,-0.01,1,0,2.02,0.19,119788.8912,0.5645,0,379633,4038,100577,149025,79312,46491,2113,9.01e+07,3.61e+07,9.13e+06
1728211326,1728211546,1728211548,1728211586,1728211587,1728211999,1728212001,1728212115,1728212117,1728212377,1728212378,1728212443,1728212444,1728212701,grendel42.ece.ncsu.edu,3.76,1.0,0.5,met5,0.5,0.12,0.00,0.00,0,2,2.00,0.24,120412.2672,0.5675,0,381012,4481,102146,151656,78996,44228,1432,9.03e+07,3.61e+07,9.18e+06
1728212706,1728212926,1728212928,1728212966,1728212967,1728213319,1728213321,1728213440,1728213441,1728213742,1728213744,1728213808,1728213810,1728214080,grendel42.ece.ncsu.edu,3.47,1.0,0.5,met5,0.5,0.15,-0.05,-0.15,11,0,2.00,0.19,119517.1632,0.5632,0,379286,4395,99983,150234,80288,44572,1762,9.01e+07,3.62e+07,9.14e+06
1728214084,1728214304,1728214306,1728214353,1728214354,1728214725,1728214726,1728214842,1728214842,1728215120,1728215121,1728215186,1728215187,1728215454,grendel42.ece.ncsu.edu,3.36,1.0,0.5,met5,0.5,0.17,-0.04,-0.24,14,0,1.95,0.21,119162.3184,0.5616,0,379826,4591,100320,149974,80059,44911,1875,8.90e+07,3.59e+07,9.12e+06
1728215458,1728215676,1728215677,1728215722,1728215723,1728216088,1728216088,1728216203,1728216204,1728216489,1728216490,1728216551,1728216552,1728216834,grendel42.ece.ncsu.edu,3.79,1.0,0.5,met5,0.5,0.2,-0.06,-2.26,194,0,2.00,0.21,119288.5920,0.5622,0,380594,4614,102079,150232,79243,45037,1261,8.93e+07,3.60e+07,9.13e+06
1728216838,1728217057,1728217059,1728217103,1728217105,1728217458,1728217459,1728217573,1728217575,1728217836,1728217837,1728217902,1728217903,1728218169,grendel42.ece.ncsu.edu,3.85,1.0,0.5,met5,0.5,0.22,-0.09,-10.12,620,0,1.91,0.19,121612.6656,0.5731,0,380457,4088,101197,151814,80216,43459,1561,8.92e+07,3.55e+07,9.39e+06
1728218174,1728218395,1728218397,1728218442,1728218444,1728218808,1728218809,1728218940,1728218941,1728219216,1728219217,1728219284,1728219285,1728219564,grendel42.ece.ncsu.edu,3.91,1.0,0.5,met5,0.5,0.25,-0.15,-40.70,1268,1,1.95,0.21,121714.9632,0.5736,0,381640,4327,102726,151177,77860,45363,2075,8.92e+07,3.64e+07,9.43e+06
1728219568,1728219783,1728219784,1728219821,1728219823,1728220175,1728220177,1728220293,1728220294,1728220535,1728220536,1728220599,1728220600,1728220868,grendel42.ece.ncsu.edu,3.79,1.0,0.5,met5,0.5,0.27,-0.13,-72.10,1768,0,2.02,0.19,119286.9936,0.5622,0,378499,4336,100456,151305,79000,43820,1447,8.92e+07,3.57e+07,9.15e+06
1728220872,1728221093,1728221095,1728221142,1728221143,1728221505,1728221506,1728221627,1728221629,1728221872,1728221874,1728221938,1728221939,1728222196,grendel42.ece.ncsu.edu,3.70,1.0,0.5,met5,0.5,0.3,-0.22,-130.21,2206,1,1.96,0.20,121336.1424,0.5718,0,381727,4430,101524,151156,80902,44467,1182,8.87e+07,3.59e+07,9.41e+06
1728222201,1728222424,1728222426,1728222467,1728222468,1728222809,1728222811,1728222916,1728222917,1728223177,1728223179,1728223238,1728223239,1728223508,grendel42.ece.ncsu.edu,3.58,1.0,0.5,met5,0.52,0.1,-0.00,-0.00,1,0,1.93,0.23,118716.3648,0.5595,0,379971,4536,101838,148621,79537,46125,1230,8.86e+07,3.54e+07,9.08e+06
1728223512,1728223734,1728223735,1728223775,1728223776,1728224138,1728224139,1728224248,1728224249,1728224521,1728224523,1728224582,1728224583,1728224868,grendel42.ece.ncsu.edu,3.76,1.0,0.5,met5,0.52,0.12,-0.01,-0.01,2,0,2.21,0.23,120565.7136,0.5682,0,381465,4556,101866,150115,80027,45384,1415,8.91e+07,3.58e+07,9.31e+06
1728224872,1728225091,1728225093,1728225141,1728225142,1728225507,1728225508,1728225619,1728225621,1728225895,1728225896,1728225960,1728225961,1728226228,grendel42.ece.ncsu.edu,3.74,1.0,0.5,met5,0.52,0.15,-0.01,-0.02,4,0,2.17,0.22,118954.5264,0.5606,0,379521,4340,100306,149495,79993,45399,1902,8.88e+07,3.53e+07,9.12e+06
1728226232,1728226462,1728226463,1728226499,1728226501,1728226864,1728226865,1728226972,1728226973,1728227266,1728227267,1728227336,1728227337,1728227615,grendel42.ece.ncsu.edu,3.87,1.0,0.5,met5,0.52,0.17,-0.02,-0.11,14,1,1.90,0.23,121472.0064,0.5724,0,381339,4654,100775,149859,81210,45202,1589,8.77e+07,3.51e+07,9.37e+06
1728227621,1728227853,1728227855,1728227904,1728227905,1728228263,1728228265,1728228391,1728228392,1728228660,1728228661,1728228729,1728228730,1728229001,grendel42.ece.ncsu.edu,3.59,1.0,0.5,met5,0.52,0.2,-0.08,-2.72,194,1,2.17,0.21,119215.0656,0.5618,0,380202,4625,100393,149658,79904,45626,1869,8.96e+07,3.54e+07,9.13e+06
1728229007,1728229242,1728229243,1728229286,1728229288,1728229644,1728229645,1728229764,1728229765,1728230045,1728230046,1728230111,1728230112,1728230390,grendel42.ece.ncsu.edu,3.81,1.0,0.5,met5,0.52,0.22,-0.10,-10.39,632,1,1.86,0.23,119840.0400,0.5648,0,380788,4551,102032,149478,79343,46089,1191,8.95e+07,3.53e+07,9.20e+06
1728230395,1728230633,1728230636,1728230688,1728230689,1728231051,1728231052,1728231171,1728231172,1728231448,1728231449,1728231514,1728231515,1728231795,grendel42.ece.ncsu.edu,3.95,1.0,0.5,met5,0.52,0.25,-0.13,-38.36,1283,1,1.95,0.23,120747.9312,0.5690,0,382111,4550,102456,149358,78910,46816,1912,8.94e+07,3.53e+07,9.34e+06
1728231801,1728232043,1728232045,1728232104,1728232105,1728232481,1728232482,1728232599,1728232600,1728232872,1728232874,1728232947,1728232949,1728233235,grendel42.ece.ncsu.edu,3.72,1.0,0.5,met5,0.52,0.27,-0.15,-66.59,1552,1,1.95,0.21,122331.9456,0.5765,0,383318,4613,101305,150793,81250,45661,1643,8.93e+07,3.54e+07,9.55e+06
1728233240,1728233474,1728233476,1728233524,1728233525,1728233900,1728233902,1728234036,1728234037,1728234275,1728234276,1728234345,1728234346,1728234607,grendel42.ece.ncsu.edu,4.87,1.0,0.5,met5,0.52,0.3,-0.18,-125.11,2207,0,1.96,0.23,118810.6704,0.5599,0,378987,4552,101113,150000,79363,44368,1490,8.75e+07,3.49e+07,9.20e+06
1728234611,1728234833,1728234835,1728234882,1728234883,1728235259,1728235260,1728235368,1728235369,1728235667,1728235669,1728235730,1728235731,1728235980,grendel42.ece.ncsu.edu,4.77,1.0,0.5,met5,0.55,0.1,0.00,0.00,0,0,2.19,0.22,119378.1024,0.5626,0,378191,4594,100330,149626,78874,44987,1652,8.69e+07,3.43e+07,9.14e+06
1728235985,1728236210,1728236211,1728236256,1728236257,1728236603,1728236603,1728236715,1728236716,1728237017,1728237018,1728237084,1728237085,1728237359,grendel42.ece.ncsu.edu,4.48,1.0,0.5,met5,0.55,0.12,0.00,0.00,0,1,1.82,0.22,118452.6288,0.5582,0,378140,4572,100427,149464,78824,45152,1620,8.65e+07,3.43e+07,9.03e+06
1728237363,1728237590,1728237592,1728237628,1728237629,1728237997,1728237998,1728238107,1728238109,1728238395,1728238397,1728238462,1728238464,1728238738,grendel42.ece.ncsu.edu,4.55,1.0,0.5,met5,0.55,0.15,-0.02,-0.03,3,1,2.06,0.22,119123.9568,0.5614,0,377451,4451,100680,149385,78282,44609,1923,8.65e+07,3.40e+07,9.12e+06
1728238742,1728238960,1728238962,1728238999,1728239000,1728239365,1728239366,1728239474,1728239475,1728239754,1728239756,1728239817,1728239818,1728240100,grendel42.ece.ncsu.edu,4.20,1.0,0.5,met5,0.55,0.17,-0.03,-0.10,12,0,2.26,0.22,119569.9104,0.5635,0,377720,4600,100506,150452,78769,43689,1599,8.65e+07,3.38e+07,9.14e+06
1728240103,1728240317,1728240319,1728240359,1728240360,1728240724,1728240725,1728240838,1728240840,1728241134,1728241135,1728241199,1728241200,1728241489,grendel42.ece.ncsu.edu,4.17,1.0,0.5,met5,0.55,0.2,-0.08,-1.68,143,2,1.86,0.24,120803.8752,0.5693,0,379365,4154,99712,149813,80599,45479,1567,8.70e+07,3.40e+07,9.32e+06
1728241494,1728241725,1728241726,1728241773,1728241773,1728242148,1728242149,1728242263,1728242264,1728242573,1728242574,1728242639,1728242640,1728242910,grendel42.ece.ncsu.edu,4.83,1.0,0.5,met5,0.55,0.22,-0.07,-8.87,578,2,1.91,0.23,121695.7824,0.5735,0,379698,4336,101862,150931,79152,44623,706,8.59e+07,3.38e+07,9.47e+06
1728242914,1728243143,1728243144,1728243181,1728243183,1728243552,1728243553,1728243670,1728243672,1728243955,1728243956,1728244019,1728244020,1728244304,grendel42.ece.ncsu.edu,5.31,1.0,0.5,met5,0.55,0.25,-0.13,-36.64,1290,0,1.80,0.22,123470.0064,0.5819,0,381816,4107,100958,151220,81221,44971,1304,8.63e+07,3.38e+07,9.69e+06
1728244309,1728244536,1728244538,1728244584,1728244586,1728244992,1728244994,1728245113,1728245114,1728245391,1728245392,1728245456,1728245457,1728245715,grendel42.ece.ncsu.edu,4.56,1.0,0.5,met5,0.55,0.27,-0.13,-69.47,1719,2,2.07,0.24,121109.1696,0.5707,0,379165,4228,100792,150610,79513,44129,1828,8.59e+07,3.38e+07,9.43e+06
1728245720,1728245942,1728245944,1728245990,1728245991,1728246359,1728246360,1728246484,1728246485,1728246734,1728246735,1728246801,1728246802,1728247067,grendel42.ece.ncsu.edu,5.22,1.0,0.5,met5,0.55,0.3,-0.17,-127.82,2191,0,1.99,0.22,122122.5552,0.5755,0,380008,4174,100473,150043,80816,45059,1377,8.61e+07,3.39e+07,9.56e+06
1728247071,1728247292,1728247293,1728247330,1728247331,1728247687,1728247688,1728247791,1728247792,1728248073,1728248075,1728248137,1728248138,1728248417,grendel42.ece.ncsu.edu,6.65,1.0,0.5,met5,0.57,0.1,0.00,0.00,0,0,2.26,0.23,118375.9056,0.5579,0,376225,4295,100134,149215,78439,44459,1545,8.61e+07,3.39e+07,8.97e+06
1728248422,1728248628,1728248629,1728248664,1728248665,1728249025,1728249026,1728249123,1728249125,1728249419,1728249421,1728249486,1728249487,1728249759,grendel42.ece.ncsu.edu,6.23,1.0,0.5,met5,0.57,0.12,0.00,0.00,0,0,1.97,0.23,118514.9664,0.5585,0,376610,4266,100272,149366,78579,44451,1545,8.62e+07,3.39e+07,9.00e+06
1728249763,1728249976,1728249977,1728250022,1728250022,1728250368,1728250370,1728250482,1728250483,1728250771,1728250773,1728250833,1728250834,1728251080,grendel42.ece.ncsu.edu,6.21,1.0,0.5,met5,0.57,0.15,0.00,0.00,0,1,1.82,0.24,118532.5488,0.5586,0,377682,4401,100560,150546,78911,43490,1626,8.59e+07,3.39e+07,9.02e+06
1728251084,1728251296,1728251297,1728251341,1728251342,1728251713,1728251714,1728251825,1728251827,1728252112,1728252113,1728252176,1728252177,1728252449,grendel42.ece.ncsu.edu,5.97,1.0,0.5,met5,0.57,0.17,-0.01,-0.03,4,1,1.81,0.24,118754.7264,0.5596,0,379579,4612,101963,150032,78864,44539,1443,8.62e+07,3.40e+07,9.05e+06
1728252454,1728252672,1728252674,1728252710,1728252711,1728253088,1728253090,1728253199,1728253199,1728253468,1728253470,1728253529,1728253530,1728253799,grendel42.ece.ncsu.edu,5.50,1.0,0.5,met5,0.57,0.2,-0.04,-0.76,106,1,1.83,0.25,118839.4416,0.5600,0,377608,4307,100418,149803,78623,44602,1702,8.67e+07,3.39e+07,9.04e+06
1728253803,1728254021,1728254022,1728254066,1728254067,1728254424,1728254425,1728254530,1728254532,1728254818,1728254819,1728254884,1728254885,1728255165,grendel42.ece.ncsu.edu,4.96,1.0,0.5,met5,0.57,0.22,-0.07,-7.03,495,0,1.84,0.24,118951.3296,0.5606,0,379120,4556,100931,149916,79123,44775,1707,8.65e+07,3.38e+07,9.06e+06
1728255169,1728255388,1728255389,1728255429,1728255430,1728255796,1728255797,1728255917,1728255918,1728256191,1728256192,1728256256,1728256258,1728256523,grendel42.ece.ncsu.edu,4.47,1.0,0.5,met5,0.57,0.25,-0.12,-38.53,1330,0,2.07,0.24,122924.9520,0.5793,0,381226,4136,101797,151053,80078,44533,1548,8.68e+07,3.38e+07,9.61e+06
1728256527,1728256751,1728256752,1728256789,1728256790,1728257168,1728257169,1728257277,1728257278,1728257536,1728257537,1728257599,1728257600,1728257864,grendel42.ece.ncsu.edu,3.81,1.0,0.5,met5,0.57,0.27,-0.12,-68.13,1724,1,1.83,0.24,123089.5872,0.5801,0,380856,3954,101829,150338,80107,45173,1377,8.64e+07,3.39e+07,9.65e+06
1728257868,1728258088,1728258090,1728258127,1728258128,1728258492,1728258494,1728258605,1728258606,1728258862,1728258864,1728258929,1728258930,1728259188,grendel42.ece.ncsu.edu,3.51,1.0,0.5,met5,0.57,0.3,-0.17,-129.60,2211,0,2.38,0.24,122736.3408,0.5784,0,381093,4261,101865,152862,79339,42900,1767,8.60e+07,3.39e+07,9.61e+06
1728259193,1728259419,1728259421,1728259459,1728259460,1728259837,1728259838,1728259940,1728259942,1728260209,1728260211,1728260277,1728260278,1728260538,grendel42.ece.ncsu.edu,3.74,1.0,0.5,met5,0.6,0.1,0.00,0.00,0,0,1.95,0.24,119867.2128,0.5649,0,380074,4431,100524,149992,79890,45404,1755,8.87e+07,3.54e+07,9.15e+06
1728260543,1728260761,1728260763,1728260811,1728260812,1728261161,1728261162,1728261272,1728261273,1728261554,1728261555,1728261618,1728261620,1728261875,grendel42.ece.ncsu.edu,3.60,1.0,0.5,met5,0.6,0.12,-0.01,-0.01,1,0,1.81,0.26,118524.5568,0.5586,0,379009,4496,100989,150377,79276,44242,1543,8.66e+07,3.50e+07,9.04e+06
1728261879,1728262098,1728262100,1728262143,1728262143,1728262511,1728262512,1728262626,1728262627,1728262939,1728262940,1728263005,1728263006,1728263286,grendel42.ece.ncsu.edu,4.39,1.0,0.5,met5,0.6,0.15,-0.01,-0.05,5,0,1.90,0.26,119587.4928,0.5636,0,380213,4728,101455,151226,79091,44359,1276,8.73e+07,3.52e+07,9.13e+06
1728263292,1728263509,1728263511,1728263557,1728263559,1728263917,1728263918,1728264038,1728264040,1728264347,1728264347,1728264410,1728264411,1728264696,grendel42.ece.ncsu.edu,4.80,1.0,0.5,met5,0.6,0.17,-0.03,-0.23,15,0,1.95,0.26,119232.6480,0.5619,0,380078,4782,100892,149547,79478,45719,1591,8.73e+07,3.55e+07,9.04e+06
1728264700,1728264921,1728264923,1728264969,1728264970,1728265333,1728265334,1728265451,1728265452,1728265716,1728265717,1728265781,1728265782,1728266059,grendel42.ece.ncsu.edu,4.23,1.0,0.5,met5,0.6,0.2,-0.05,-1.46,153,1,1.89,0.26,120380.2992,0.5673,0,381446,4474,102680,150766,79546,44565,1326,8.74e+07,3.51e+07,9.27e+06
1728266063,1728266283,1728266284,1728266331,1728266332,1728266694,1728266696,1728266805,1728266807,1728267094,1728267095,1728267160,1728267161,1728267439,grendel42.ece.ncsu.edu,3.99,1.0,0.5,met5,0.6,0.22,-0.07,-7.65,547,0,2.26,0.26,121636.6416,0.5732,0,380305,4503,101275,149587,78787,46116,1978,8.76e+07,3.52e+07,9.40e+06
